owner,age,name,selling_price,km_driven,fuel_Diesel,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,fule_Other
3.0,5,880,550000,78000,1,0,0,1,0,0,1,0
1.0,3,718,760000,50000,1,0,0,1,0,0,1,0
2.0,20,776,43000,100000,0,1,0,1,0,0,1,0
1.0,3,922,250000,20000,0,1,0,1,0,0,1,0
1.0,2,468,500000,1250,0,1,0,1,0,0,1,0
1.0,6,1343,380000,17152,0,1,0,1,0,0,1,0
1.0,2,747,1850000,5000,1,0,0,1,0,1,0,0
1.0,9,1461,350000,77000,1,0,0,1,0,0,1,0
2.0,13,516,195000,90000,1,0,0,1,0,0,1,0
2.0,10,55,225000,80000,0,1,0,1,0,0,1,0
1.0,6,1398,1125000,65000,1,0,0,1,0,0,1,0
1.0,10,1236,133000,80000,1,0,0,1,0,0,1,0
1.0,8,396,200000,24005,0,1,0,1,0,0,1,0
1.0,3,1020,940000,20000,1,0,0,1,0,0,1,0
1.0,7,1137,400000,120000,1,0,0,1,0,0,1,0
2.0,12,552,120000,120000,0,1,0,1,0,0,1,0
1.0,6,978,625000,80000,1,0,0,1,0,0,1,0
1.0,16,954,110000,80000,0,1,0,1,0,0,1,0
1.0,9,1133,490000,100000,1,0,0,1,0,0,1,0
2.0,12,811,140000,120000,0,1,0,1,0,0,1,0
2.0,10,234,175000,149000,1,0,0,1,0,0,1,0
2.0,16,1036,90000,65000,0,1,0,1,0,0,1,0
2.0,12,990,275000,100000,1,0,0,1,0,0,1,0
2.0,10,1479,300000,65000,1,0,0,1,0,0,1,0
2.0,3,108,270000,19000,0,1,0,1,0,0,1,0
2.0,11,56,130000,80000,0,1,0,1,0,0,1,0
1.0,6,809,275000,30000,0,1,0,1,0,0,1,0
1.0,9,992,352000,109000,1,0,0,1,0,0,1,0
1.0,9,399,180000,90000,0,0,0,1,0,0,1,1
1.0,9,811,150000,90000,0,1,0,1,0,0,1,0
2.0,10,1479,300000,65000,1,0,0,1,0,0,1,0
2.0,11,1005,300000,110000,1,0,0,1,0,0,1,0
1.0,14,631,225000,120000,1,0,0,1,0,0,1,0
1.0,7,360,600000,44000,1,0,0,1,0,0,1,0
1.0,6,877,500000,80000,0,1,0,1,0,0,1,0
1.0,3,282,900000,5000,0,1,0,1,0,0,1,0
1.0,5,600,600000,61000,0,1,0,1,0,0,1,0
2.0,10,1382,450000,100000,1,0,0,1,0,0,1,0
1.0,12,552,270000,27633,0,1,0,1,0,0,1,0
3.0,11,1005,310000,100000,1,0,0,1,0,0,1,0
1.0,9,477,250000,100000,0,0,0,1,0,0,1,1
1.0,2,213,700000,12586,0,1,1,0,0,0,1,0
1.0,3,122,650000,38083,1,0,1,0,0,0,1,0
1.0,9,234,400000,55328,1,0,1,0,0,0,1,0
1.0,9,233,425000,81632,1,0,1,0,0,0,1,0
1.0,5,148,600000,155201,1,0,1,0,0,0,1,0
1.0,8,160,600000,93283,1,0,1,0,0,0,1,0
1.0,12,989,300000,217871,1,0,1,0,0,0,1,0
1.0,9,205,450000,90165,1,0,1,0,0,0,1,0
1.0,7,170,750000,101504,1,0,1,0,0,0,1,0
2.0,11,240,325000,86017,1,0,1,0,0,0,1,0
2.0,8,755,900000,85036,1,0,1,0,0,0,1,0
2.0,15,251,180000,91086,0,1,1,0,0,0,1,0
2.0,8,142,350000,160254,1,0,1,0,0,0,1,0
2.0,8,160,600000,125531,1,0,1,0,0,0,1,0
1.0,2,362,900000,60000,1,0,0,1,0,0,1,0
1.0,15,1176,350000,100000,1,0,0,1,0,0,1,0
3.0,8,924,280000,90000,1,0,0,1,0,0,1,0
2.0,12,758,225000,120000,1,0,0,1,0,0,1,0
1.0,7,318,520000,82000,1,0,0,1,0,0,1,0
1.0,5,676,509999,60000,1,0,0,1,0,0,1,0
1.0,2,820,556000,24000,0,1,0,1,0,0,1,0
1.0,7,1255,225000,120000,1,0,0,1,0,0,1,0
1.0,8,263,325000,65000,1,0,1,0,0,0,1,0
1.0,8,992,365000,65000,1,0,1,0,0,0,1,0
1.0,6,382,850000,84000,1,0,1,0,0,0,1,0
1.0,8,1371,350000,75000,1,0,1,0,0,0,1,0
1.0,14,992,225000,50000,1,0,1,0,0,0,1,0
1.0,10,811,135000,50000,0,1,0,1,0,0,1,0
1.0,14,1041,140000,49000,0,1,1,0,0,0,1,0
1.0,6,1154,275000,14365,0,1,1,0,0,0,1,0
1.0,4,1387,2750000,41000,1,0,0,1,0,1,0,0
1.0,8,505,484999,65000,1,0,1,0,0,0,1,0
1.0,6,857,565000,65000,1,0,1,0,0,0,1,0
1.0,8,971,425000,61083,1,0,1,0,0,0,1,0
1.0,8,1417,925000,75000,1,0,0,1,0,0,1,0
1.0,9,708,565000,72000,1,0,1,0,0,0,1,0
1.0,7,1132,525000,65000,1,0,1,0,0,0,1,0
1.0,4,494,1650000,55000,1,0,1,0,0,0,1,0
2.0,6,396,295000,21000,0,1,1,0,0,0,1,0
2.0,9,612,2050000,66363,0,1,1,0,0,1,0,0
1.0,3,389,1475000,11700,0,1,1,0,0,1,0,0
1.0,4,533,1100000,10000,0,1,0,1,0,1,0,0
2.0,7,1089,4400000,100000,1,0,0,1,0,1,0,0
1.0,5,1012,670000,7104,0,1,0,0,1,0,1,0
1.0,6,935,750000,45974,1,0,0,0,1,0,1,0
1.0,6,513,760000,55340,0,1,0,0,1,0,1,0
2.0,4,1463,850000,20000,0,1,1,0,0,1,0,0
1.0,6,1160,390000,61585,1,0,0,0,1,0,1,0
2.0,5,838,450000,39415,0,1,0,0,1,1,0,0
1.0,7,294,425000,29654,0,1,0,0,1,0,1,0
1.0,5,821,770000,64672,1,0,0,0,1,0,1,0
2.0,6,387,1150000,54634,1,0,0,0,1,1,0,0
1.0,6,326,775000,66521,0,1,0,0,1,0,1,0
2.0,3,1423,1725000,23974,1,0,1,0,0,1,0,0
1.0,5,26,2150000,43000,1,0,1,0,0,1,0,0
2.0,8,1137,450000,1000,1,0,1,0,0,0,1,0
1.0,3,1079,3800000,10000,1,0,1,0,0,1,0,0
1.0,8,6,1580000,86000,1,0,1,0,0,1,0,0
1.0,2,39,4950000,30000,1,0,1,0,0,1,0,0
1.0,5,380,535000,52600,1,0,0,1,0,0,1,0
2.0,9,943,225000,110000,0,1,0,1,0,0,1,0
1.0,4,434,550000,19890,0,1,1,0,0,1,0,0
1.0,5,1012,670000,7104,0,1,0,0,1,0,1,0
1.0,6,885,625000,11918,0,1,0,0,1,0,1,0
1.0,4,449,520000,10510,0,1,1,0,0,1,0,0
1.0,5,58,239000,41000,0,1,1,0,0,0,1,0
1.0,4,1389,2600000,47162,1,0,0,0,1,1,0,0
1.0,6,935,750000,45974,1,0,0,0,1,0,1,0
1.0,9,554,229999,49824,0,1,1,0,0,0,1,0
1.0,8,13,1300000,58500,1,0,1,0,0,1,0,0
1.0,16,462,80000,56580,0,1,1,0,0,0,1,0
1.0,9,1173,385000,52000,1,0,1,0,0,0,1,0
1.0,6,513,760000,55340,0,1,0,0,1,0,1,0
1.0,4,971,600000,46507,1,0,0,0,1,0,1,0
2.0,8,1137,450000,1000,1,0,1,0,0,0,1,0
1.0,3,1079,3800000,10000,1,0,1,0,0,1,0,0
1.0,8,6,1580000,86000,1,0,1,0,0,1,0,0
1.0,2,39,4950000,30000,1,0,1,0,0,1,0,0
1.0,5,380,535000,52600,1,0,0,1,0,0,1,0
2.0,9,943,225000,110000,0,1,0,1,0,0,1,0
1.0,4,434,550000,19890,0,1,1,0,0,1,0,0
1.0,5,1012,670000,7104,0,1,0,0,1,0,1,0
1.0,6,885,625000,11918,0,1,0,0,1,0,1,0
1.0,4,449,520000,10510,0,1,1,0,0,1,0,0
1.0,5,58,239000,41000,0,1,1,0,0,0,1,0
1.0,4,1389,2600000,47162,1,0,0,0,1,1,0,0
1.0,6,935,750000,45974,1,0,0,0,1,0,1,0
1.0,9,554,229999,49824,0,1,1,0,0,0,1,0
1.0,8,13,1300000,58500,1,0,1,0,0,1,0,0
1.0,16,462,80000,56580,0,1,1,0,0,0,1,0
1.0,9,1173,385000,52000,1,0,1,0,0,0,1,0
1.0,6,513,760000,55340,0,1,0,0,1,0,1,0
1.0,4,971,600000,46507,1,0,0,0,1,0,1,0
2.0,8,1137,450000,1000,1,0,1,0,0,0,1,0
1.0,3,1079,3800000,10000,1,0,1,0,0,1,0,0
1.0,8,6,1580000,86000,1,0,1,0,0,1,0,0
1.0,2,39,4950000,30000,1,0,1,0,0,1,0,0
1.0,5,380,535000,52600,1,0,0,1,0,0,1,0
2.0,9,943,225000,110000,0,1,0,1,0,0,1,0
1.0,4,434,550000,19890,0,1,1,0,0,1,0,0
1.0,5,1012,670000,7104,0,1,0,0,1,0,1,0
1.0,6,885,625000,11918,0,1,0,0,1,0,1,0
1.0,4,449,520000,10510,0,1,1,0,0,1,0,0
1.0,5,58,239000,41000,0,1,1,0,0,0,1,0
1.0,4,1389,2600000,47162,1,0,0,0,1,1,0,0
1.0,6,935,750000,45974,1,0,0,0,1,0,1,0
1.0,9,554,229999,49824,0,1,1,0,0,0,1,0
1.0,8,13,1300000,58500,1,0,1,0,0,1,0,0
1.0,16,462,80000,56580,0,1,1,0,0,0,1,0
1.0,9,1173,385000,52000,1,0,1,0,0,0,1,0
1.0,6,513,760000,55340,0,1,0,0,1,0,1,0
1.0,4,971,600000,46507,1,0,0,0,1,0,1,0
2.0,8,1137,450000,1000,1,0,1,0,0,0,1,0
1.0,3,1079,3800000,10000,1,0,1,0,0,1,0,0
1.0,8,6,1580000,86000,1,0,1,0,0,1,0,0
1.0,2,39,4950000,30000,1,0,1,0,0,1,0,0
1.0,5,380,535000,52600,1,0,0,1,0,0,1,0
2.0,9,943,225000,110000,0,1,0,1,0,0,1,0
1.0,4,434,550000,19890,0,1,1,0,0,1,0,0
1.0,5,1012,670000,7104,0,1,0,0,1,0,1,0
1.0,6,885,625000,11918,0,1,0,0,1,0,1,0
1.0,4,449,520000,10510,0,1,1,0,0,1,0,0
1.0,5,58,239000,41000,0,1,1,0,0,0,1,0
1.0,4,1389,2600000,47162,1,0,0,0,1,1,0,0
1.0,6,935,750000,45974,1,0,0,0,1,0,1,0
1.0,9,554,229999,49824,0,1,1,0,0,0,1,0
1.0,8,13,1300000,58500,1,0,1,0,0,1,0,0
1.0,16,462,80000,56580,0,1,1,0,0,0,1,0
1.0,9,1173,385000,52000,1,0,1,0,0,0,1,0
1.0,6,513,760000,55340,0,1,0,0,1,0,1,0
1.0,4,971,600000,46507,1,0,0,0,1,0,1,0
2.0,8,605,350000,50000,0,1,0,1,0,0,1,0
1.0,7,793,114999,30000,0,1,0,1,0,0,1,0
2.0,8,605,380000,50000,0,1,0,1,0,0,1,0
2.0,26,901,95000,100000,0,1,0,1,0,0,1,0
1.0,5,677,900000,35000,1,0,0,1,0,0,1,0
2.0,9,56,200999,90000,0,1,0,1,0,0,1,0
1.0,7,919,229999,11451,0,1,0,1,0,0,1,0
1.0,2,1305,800000,60000,1,0,0,1,0,0,1,0
2.0,9,732,150000,172000,1,0,0,1,0,0,1,0
1.0,3,992,600000,60000,1,0,0,1,0,0,1,0
1.0,16,90,150000,150000,1,0,0,1,0,0,1,0
1.0,12,72,150000,66000,1,0,0,1,0,0,1,0
1.0,2,871,380000,5000,0,1,0,1,0,0,1,0
2.0,15,954,80000,66508,0,1,0,1,0,0,1,0
2.0,14,338,225000,55000,0,1,0,1,0,0,1,0
1.0,9,1283,75000,29900,0,1,0,1,0,0,1,0
1.0,4,1213,1600000,3000,1,0,0,1,0,0,1,0
1.0,9,1237,185000,85000,1,0,0,1,0,0,1,0
1.0,10,679,425000,50000,1,0,0,1,0,0,1,0
2.0,11,1228,100000,120000,1,0,0,1,0,0,1,0
3.0,13,1065,140000,90000,0,1,0,1,0,0,1,0
1.0,4,962,710000,8000,0,1,0,1,0,1,0,0
1.0,6,264,450000,7900,0,1,0,1,0,1,0,0
1.0,4,118,210000,50000,0,1,0,1,0,0,1,0
1.0,5,806,270000,25000,0,1,0,1,0,0,1,0
1.0,12,814,110000,20000,0,1,0,1,0,0,1,0
1.0,3,998,540000,17500,0,1,0,1,0,0,1,0
1.0,13,670,145000,25000,0,1,0,1,0,0,1,0
1.0,8,1308,360000,206500,1,0,0,1,0,0,1,0
1.0,8,560,250000,88600,0,0,0,1,0,0,1,1
1.0,9,1336,110000,80000,1,0,0,1,0,0,1,0
4.0,13,61,250000,100000,1,0,0,1,0,0,1,0
2.0,10,205,150000,186000,1,0,0,1,0,0,1,0
1.0,11,47,140000,60000,0,1,0,1,0,0,1,0
1.0,2,868,925000,11000,0,1,0,1,0,0,1,0
1.0,4,1211,969999,30000,1,0,0,1,0,0,1,0
3.0,14,473,90000,80000,0,0,0,1,0,0,1,1
3.0,20,460,55000,60000,0,1,0,1,0,0,1,0
4.0,14,516,155000,100000,1,0,0,1,0,0,1,0
1.0,2,726,900000,15000,1,0,0,1,0,0,1,0
1.0,10,801,135000,90000,0,1,0,1,0,0,1,0
1.0,9,775,180000,120000,0,1,0,1,0,0,1,0
2.0,8,505,495000,100000,1,0,0,1,0,0,1,0
3.0,12,1414,400000,138000,1,0,0,1,0,0,1,0
2.0,13,516,250000,110000,1,0,0,1,0,0,1,0
4.0,6,803,138000,120000,0,1,0,1,0,0,1,0
2.0,10,304,311000,70000,0,1,0,1,0,1,0,0
1.0,6,799,190000,70000,0,1,0,1,0,0,1,0
1.0,10,641,311000,140000,1,0,0,1,0,0,1,0
1.0,12,925,300000,15000,0,1,0,1,0,0,1,0
1.0,3,355,600000,20000,0,1,0,1,0,0,1,0
1.0,12,700,550000,100000,1,0,0,1,0,0,1,0
1.0,6,1187,600000,70000,0,1,0,1,0,1,0,0
1.0,3,799,195000,5000,0,1,0,1,0,0,1,0
1.0,8,1279,58000,27974,0,1,0,1,0,0,1,0
1.0,3,799,183000,40000,0,1,0,1,0,0,1,0
1.0,14,1061,95000,80000,0,1,0,1,0,0,1,0
1.0,8,1033,250000,38000,0,1,0,1,0,0,1,0
1.0,8,1033,250000,38000,0,1,0,1,0,0,1,0
1.0,7,1343,400000,35000,0,1,0,1,0,0,1,0
2.0,9,506,409999,60000,1,0,0,1,0,0,1,0
2.0,17,1178,120000,120000,1,0,0,1,0,0,1,0
1.0,3,955,600000,18000,0,1,0,1,0,1,0,0
1.0,5,272,600000,10000,0,1,0,1,0,0,1,0
3.0,6,751,825000,90000,1,0,0,1,0,0,1,0
2.0,5,1370,625000,80000,1,0,0,1,0,0,1,0
1.0,1,451,700000,1400,1,0,0,1,0,0,1,0
1.0,10,55,160000,60000,0,1,0,1,0,0,1,0
3.0,10,811,114999,60000,0,1,0,1,0,0,1,0
1.0,12,1041,150000,53000,0,1,0,1,0,0,1,0
1.0,11,1442,250000,100000,1,0,1,0,0,0,1,0
2.0,9,505,390000,86000,1,0,1,0,0,0,1,0
1.0,6,1137,650000,100000,1,0,0,1,0,0,1,0
1.0,5,540,600000,30000,1,0,0,1,0,0,1,0
1.0,10,572,250000,120000,0,1,0,1,0,0,1,0
2.0,10,475,229999,60000,0,0,0,1,0,0,1,1
2.0,5,924,299000,50000,1,0,0,1,0,0,1,0
2.0,11,63,330000,124000,1,0,0,1,0,0,1,0
3.0,9,366,180000,100000,0,1,0,1,0,0,1,0
1.0,4,432,475000,42000,0,1,0,1,0,0,1,0
1.0,6,447,325000,100000,1,0,0,1,0,0,1,0
1.0,5,326,639000,28205,0,1,1,0,0,0,1,0
1.0,4,839,415000,32670,0,1,1,0,0,1,0,0
1.0,5,379,1199000,30093,1,0,1,0,0,1,0,0
1.0,8,887,525000,56228,0,0,1,0,0,0,1,1
1.0,8,507,425000,59319,0,1,1,0,0,0,1,0
1.0,5,1017,699000,39503,1,0,1,0,0,0,1,0
1.0,8,438,325000,35299,0,1,1,0,0,0,1,0
1.0,10,1381,275000,51687,0,1,1,0,0,0,1,0
1.0,10,1486,269000,76259,0,1,1,0,0,1,0,0
1.0,8,1460,399000,44049,1,0,1,0,0,0,1,0
1.0,4,658,475000,45087,1,0,1,0,0,0,1,0
1.0,10,1381,249000,41125,0,1,1,0,0,0,1,0
1.0,7,10,1549000,42215,1,0,1,0,0,1,0,0
1.0,10,1465,254999,54206,0,1,1,0,0,0,1,0
1.0,9,1188,269000,52547,0,1,1,0,0,0,1,0
1.0,7,889,665000,59110,1,0,1,0,0,0,1,0
1.0,7,1042,299000,54565,0,1,1,0,0,0,1,0
2.0,11,591,265000,47564,0,1,1,0,0,0,1,0
2.0,11,1465,211000,45143,0,1,1,0,0,0,1,0
2.0,8,1196,599000,61624,0,1,1,0,0,1,0,0
3.0,14,1257,55000,195000,1,0,0,1,0,0,1,0
1.0,7,506,550000,50000,1,0,0,1,0,0,1,0
1.0,3,619,4000000,68000,1,0,0,1,0,1,0,0
2.0,11,1312,220000,120000,1,0,0,1,0,0,1,0
1.0,2,998,500000,20000,0,1,0,1,0,0,1,0
1.0,11,814,140000,30000,0,1,0,1,0,0,1,0
1.0,8,992,325000,60000,1,0,0,1,0,0,1,0
3.0,11,599,210000,90000,0,1,0,1,0,0,1,0
2.0,13,814,110000,90000,0,1,0,1,0,0,1,0
1.0,2,521,1200000,25000,1,0,0,1,0,0,1,0
1.0,4,799,229999,40000,0,1,0,1,0,0,1,0
2.0,9,943,225000,110000,0,1,0,1,0,0,1,0
1.0,15,793,165000,132000,0,1,0,1,0,0,1,0
1.0,3,1332,525000,10980,0,1,1,0,0,1,0,0
1.0,3,396,325000,20629,0,1,1,0,0,0,1,0
1.0,3,1427,1500000,50000,1,0,0,1,0,0,1,0
1.0,6,440,400000,30000,0,1,0,1,0,1,0,0
1.0,6,860,550000,69782,0,1,1,0,0,0,1,0
1.0,18,782,98000,54000,0,1,0,1,0,0,1,0
1.0,8,756,900000,63654,1,0,1,0,0,0,1,0
1.0,4,1158,700000,60000,1,0,0,1,0,0,1,0
1.0,6,696,890000,52000,1,0,1,0,0,0,1,0
1.0,6,984,490000,59385,1,0,1,0,0,0,1,0
1.0,6,582,525000,70378,0,1,1,0,0,0,1,0
1.0,8,1035,330000,55425,0,1,1,0,0,0,1,0
2.0,8,627,550000,78413,1,0,1,0,0,0,1,0
1.0,3,637,790000,40890,1,0,1,0,0,0,1,0
2.0,6,292,350000,34823,0,1,1,0,0,0,1,0
1.0,4,1431,1700000,75000,1,0,0,1,0,1,0,0
1.0,4,855,750000,55545,1,0,1,0,0,0,1,0
1.0,7,263,409999,56541,1,0,1,0,0,0,1,0
1.0,5,402,220000,43700,0,1,0,1,0,0,1,0
2.0,12,1219,68000,120000,0,1,0,1,0,0,1,0
1.0,4,396,290000,20000,0,1,0,1,0,0,1,0
1.0,7,322,600000,27483,1,0,1,0,0,0,1,0
1.0,2,986,470000,8000,0,1,0,1,0,0,1,0
1.0,13,563,150000,30000,0,1,0,1,0,0,1,0
2.0,7,793,180000,56207,0,1,1,0,0,0,1,0
1.0,15,1072,80000,70000,0,1,0,1,0,0,1,0
1.0,3,364,875000,1440,0,1,0,1,0,0,1,0
1.0,2,793,300000,50000,0,1,0,1,0,0,1,0
1.0,4,1386,2800000,20000,1,0,0,1,0,1,0,0
1.0,4,1428,1330000,91195,1,0,1,0,0,0,1,0
1.0,10,1457,220000,63657,1,0,1,0,0,0,1,0
1.0,8,734,250000,60000,1,0,0,1,0,0,1,0
1.0,5,1398,919999,75000,1,0,1,0,0,0,1,0
1.0,8,1483,380000,97248,0,1,1,0,0,0,1,0
1.0,9,992,450000,46000,1,0,0,1,0,0,1,0
1.0,5,511,770000,10000,0,1,0,1,0,1,0,0
1.0,3,963,550000,80000,1,0,0,1,0,0,1,0
2.0,10,1296,320000,100000,1,0,0,1,0,0,1,0
1.0,8,943,400000,35000,0,1,0,1,0,0,1,0
1.0,4,839,450000,50000,0,1,0,1,0,1,0,0
3.0,10,944,220000,90000,1,0,0,1,0,0,1,0
2.0,9,755,400000,150000,1,0,0,1,0,0,1,0
2.0,8,508,530000,89000,0,1,0,1,0,0,1,0
2.0,7,971,390000,60000,1,0,0,1,0,0,1,0
2.0,9,123,185000,100000,1,0,0,1,0,0,1,0
2.0,9,943,300000,100000,0,1,0,1,0,0,1,0
2.0,7,993,575000,90000,1,0,0,1,0,0,1,0
1.0,7,1043,300000,75000,0,1,0,1,0,0,1,0
1.0,4,1375,425000,36000,1,0,1,0,0,0,1,0
1.0,5,546,350000,12000,0,1,0,1,0,0,1,0
1.0,4,277,550000,12997,1,0,1,0,0,0,1,0
1.0,4,849,500000,40000,0,1,0,1,0,1,0,0
1.0,6,694,600000,60000,1,0,0,1,0,0,1,0
2.0,8,669,300000,25000,1,0,0,1,0,0,1,0
1.0,3,521,1150000,26430,1,0,1,0,0,0,1,0
1.0,6,953,475000,24600,0,1,1,0,0,0,1,0
1.0,10,1034,260000,28481,0,1,1,0,0,0,1,0
1.0,8,168,350000,100000,0,1,0,1,0,0,1,0
1.0,8,755,750000,41988,1,0,1,0,0,0,1,0
1.0,12,1034,180000,30375,0,1,1,0,0,0,1,0
1.0,4,1149,350000,7658,0,1,1,0,0,1,0,0
1.0,4,971,611000,34400,1,0,1,0,0,0,1,0
1.0,4,1153,325000,18500,0,1,1,0,0,0,1,0
1.0,9,391,225000,48000,0,1,1,0,0,0,1,0
1.0,7,1024,300000,28942,0,1,1,0,0,1,0,0
2.0,4,637,400000,50000,1,0,0,1,0,0,1,0
1.0,9,755,711000,53600,1,0,1,0,0,0,1,0
1.0,6,1400,851000,53652,1,0,1,0,0,0,1,0
1.0,7,885,500000,25000,0,1,0,1,0,0,1,0
2.0,14,1405,250000,80000,1,0,0,1,0,0,1,0
1.0,4,799,150000,50000,0,1,0,1,0,0,1,0
2.0,5,675,610000,15000,1,0,0,1,0,0,1,0
1.0,3,655,450000,5000,0,1,0,1,0,0,1,0
1.0,4,574,744000,106000,1,0,0,1,0,0,1,0
3.0,13,84,120000,100000,0,1,0,1,0,0,1,0
3.0,5,1152,220000,60000,0,1,0,1,0,0,1,0
4.0,9,889,480000,120000,1,0,0,1,0,0,1,0
1.0,4,847,370000,82000,0,1,0,1,0,1,0,0
2.0,18,139,55000,35000,1,0,0,1,0,0,1,0
1.0,8,402,125000,205000,0,1,0,1,0,0,1,0
3.0,10,501,260000,125000,1,0,0,1,0,0,1,0
1.0,6,132,350000,130000,1,0,0,1,0,0,1,0
2.0,9,790,170000,97000,0,0,0,1,0,0,1,1
2.0,6,453,350000,90000,0,1,0,1,0,0,1,0
3.0,12,976,250000,60000,0,1,0,1,0,0,1,0
1.0,8,1244,170000,60000,1,0,0,1,0,0,1,0
1.0,3,691,1300000,35000,1,0,0,1,0,0,1,0
1.0,2,437,550000,25000,0,1,0,1,0,0,1,0
1.0,4,287,400000,15000,0,1,0,1,0,0,1,0
1.0,10,1281,120000,20000,0,1,0,1,0,0,1,0
1.0,10,1281,120000,20000,0,1,0,1,0,0,1,0
1.0,11,237,275000,70000,0,1,0,1,0,0,1,0
1.0,5,1344,285000,90000,0,1,0,1,0,0,1,0
1.0,5,374,900000,80000,1,0,0,1,0,0,1,0
2.0,7,1091,2500000,79500,1,0,0,1,0,1,0,0
2.0,8,506,620000,70000,1,0,0,1,0,0,1,0
1.0,3,1424,1700000,5000,1,0,0,1,0,0,1,0
1.0,3,221,650000,15000,0,1,0,1,0,0,1,0
1.0,7,885,500000,35000,0,1,0,1,0,0,1,0
2.0,12,1295,250000,120000,1,0,0,1,0,0,1,0
2.0,3,664,950000,15000,1,0,0,1,0,0,1,0
1.0,6,1368,320000,60000,0,1,0,1,0,0,1,0
1.0,8,1133,450000,120000,1,0,0,1,0,0,1,0
1.0,5,659,350000,90000,1,0,0,1,0,0,1,0
1.0,6,974,400000,90000,0,1,0,1,0,0,1,0
1.0,3,922,200000,10000,0,1,0,1,0,0,1,0
2.0,12,596,250000,72000,1,0,0,1,0,0,1,0
2.0,10,1392,550000,197000,0,1,0,1,0,0,1,0
2.0,22,1072,85000,70000,0,1,0,1,0,0,1,0
3.0,20,465,52000,50000,0,1,0,1,0,0,1,0
1.0,4,1214,1200000,50000,1,0,0,1,0,1,0,0
3.0,10,509,450000,60000,0,1,0,1,0,1,0,0
1.0,3,975,615000,40000,0,1,0,1,0,0,1,0
2.0,9,945,400000,60000,1,0,0,1,0,0,1,0
1.0,8,1279,60000,40000,0,1,0,1,0,0,1,0
1.0,4,907,500000,9161,0,1,0,1,0,0,1,0
1.0,6,361,600000,45000,0,1,0,1,0,0,1,0
1.0,11,422,110000,110000,0,1,0,1,0,0,1,0
1.0,8,474,175000,80000,0,1,0,1,0,0,1,0
2.0,10,211,325000,100000,1,0,0,1,0,0,1,0
1.0,4,963,425000,90000,1,0,0,1,0,0,1,0
3.0,12,370,160000,70000,0,0,0,1,0,0,1,1
3.0,14,1065,100000,80000,0,1,0,1,0,0,1,0
2.0,7,963,390000,110000,1,0,0,1,0,0,1,0
1.0,4,573,400000,50000,0,1,0,1,0,0,1,0
1.0,3,1333,509999,5000,0,1,0,1,0,0,1,0
3.0,13,555,150000,90000,0,1,0,1,0,0,1,0
1.0,12,476,110000,120000,0,1,0,1,0,0,1,0
1.0,8,1114,450000,80000,1,0,0,1,0,0,1,0
2.0,4,573,400000,38000,0,1,0,1,0,0,1,0
1.0,12,476,140000,120000,0,1,0,1,0,0,1,0
1.0,10,1244,130000,90000,1,0,0,1,0,0,1,0
1.0,4,793,160000,50000,0,1,0,1,0,0,1,0
1.0,5,793,150000,60000,0,1,0,1,0,0,1,0
2.0,8,755,500000,100000,1,0,0,1,0,0,1,0
1.0,10,1285,40000,19000,0,1,0,1,0,0,1,0
3.0,15,91,140000,200000,1,0,0,1,0,0,1,0
2.0,6,731,227000,70000,1,0,0,1,0,0,1,0
2.0,10,992,285000,50000,1,0,0,1,0,0,1,0
2.0,9,811,155000,19077,0,1,0,1,0,0,1,0
1.0,5,393,210000,30000,0,1,0,1,0,0,1,0
2.0,12,814,140000,80000,0,1,0,1,0,0,1,0
1.0,6,1406,940000,128000,1,0,0,1,0,0,1,0
1.0,8,1126,750000,80000,1,0,0,1,0,0,1,0
1.0,5,821,610000,100000,1,0,0,1,0,0,1,0
1.0,6,1117,450000,50000,1,0,0,1,0,0,1,0
1.0,9,1377,409999,56000,1,0,0,1,0,0,1,0
1.0,3,391,100000,21302,0,1,0,1,0,0,1,0
1.0,3,1146,300000,10500,0,1,0,1,0,0,1,0
1.0,8,626,400000,107000,1,0,0,1,0,0,1,0
2.0,11,563,210000,60000,0,1,0,1,0,0,1,0
2.0,15,481,90000,120000,0,1,0,1,0,0,1,0
1.0,11,1035,222000,70000,0,1,0,1,0,0,1,0
2.0,6,793,240000,50000,0,1,0,1,0,0,1,0
2.0,8,1377,450000,70000,1,0,0,1,0,0,1,0
2.0,8,1137,450000,1000,1,0,1,0,0,0,1,0
1.0,3,1079,3800000,10000,1,0,1,0,0,1,0,0
1.0,8,6,1580000,86000,1,0,1,0,0,1,0,0
1.0,2,39,4950000,30000,1,0,1,0,0,1,0,0
1.0,5,380,535000,52600,1,0,0,1,0,0,1,0
2.0,9,943,225000,110000,0,1,0,1,0,0,1,0
1.0,4,434,550000,19890,0,1,1,0,0,1,0,0
1.0,5,1012,670000,7104,0,1,0,0,1,0,1,0
1.0,6,885,625000,11918,0,1,0,0,1,0,1,0
1.0,4,449,520000,10510,0,1,1,0,0,1,0,0
1.0,5,58,239000,41000,0,1,1,0,0,0,1,0
1.0,4,1389,2600000,47162,1,0,0,0,1,1,0,0
1.0,6,935,750000,45974,1,0,0,0,1,0,1,0
1.0,9,554,229999,49824,0,1,1,0,0,0,1,0
1.0,8,13,1300000,58500,1,0,1,0,0,1,0,0
1.0,16,462,80000,56580,0,1,1,0,0,0,1,0
